Time,Current,AcX,AcY,AcZ,GyX,GyY,GyZ,Freq
19:09:04.383,0.01,-11404,4268,-11256,188,14,-68,90.90
19:09:04.394,0.01,-11384,4308,-11424,192,-1,-78,99.99
19:09:04.403,-0.01,-11468,4312,-11420,224,-4,-59,99.99
19:09:04.414,0.01,-11416,4356,-11392,193,10,-36,99.99
19:09:04.423,0.02,-11472,4284,-11400,174,25,-62,83.33
19:09:04.435,0.00,-11420,4296,-11428,201,-5,-67,99.99
19:09:04.443,0.01,-11404,4352,-11428,189,11,-72,99.99
19:09:04.456,0.00,-11424,4304,-11404,205,-25,-52,99.99
19:09:04.464,0.02,-11428,4312,-11272,208,20,-55,99.99
19:09:04.476,0.02,-11440,4352,-11412,188,49,-89,90.90
19:09:04.488,0.02,-11476,4344,-11364,195,-19,-80,90.90
19:09:04.497,0.00,-11408,4256,-11416,173,23,-58,99.99
19:09:04.509,0.01,-11444,4324,-11412,207,-6,-42,99.99
19:09:04.517,0.00,-11456,4312,-11324,161,-25,-61,90.90
19:09:04.529,0.02,-11432,4284,-11360,165,17,-82,99.99
19:09:04.538,0.00,-11476,4356,-11332,216,7,-41,99.99
19:09:04.550,0.00,-11388,4276,-11296,152,49,-42,90.90
19:09:04.558,0.01,-11404,4332,-11312,207,-5,-96,90.90
19:09:04.570,0.00,-11496,4328,-11328,207,1,-53,99.99
19:09:04.578,0.02,-11408,4260,-11296,177,8,-93,99.99
19:09:04.591,0.00,-11420,4320,-11308,203,-26,6,99.99
19:09:04.602,0.01,-11412,4276,-11292,174,16,-47,90.90
19:09:04.611,0.00,-11444,4264,-11396,216,0,-80,99.99
19:09:04.623,0.01,-11452,4260,-11292,249,32,-102,99.99
19:09:04.632,0.00,-11452,4276,-11428,181,7,-45,90.90
19:09:04.644,0.01,-11476,4308,-11348,203,-29,-73,90.90
19:09:04.652,0.00,-11432,4336,-11272,189,27,-92,99.99
19:09:04.664,0.01,-11404,4336,-11440,205,8,-87,99.99
19:09:04.673,0.00,-11436,4360,-11320,206,-7,-71,99.99
19:09:04.685,0.00,-11388,4352,-11360,206,38,-94,90.90
19:09:04.693,0.01,-11412,4260,-11240,222,23,-33,99.99
19:09:04.705,0.01,-11424,4300,-11400,180,38,-74,90.90
19:09:04.717,0.00,-11408,4256,-11388,163,49,-72,99.99
19:09:04.726,0.00,-11452,4316,-11380,230,22,-54,90.90
19:09:04.738,0.00,-11388,4320,-11328,163,46,-68,99.99
19:09:04.747,-0.02,-11380,4276,-11452,237,4,-88,99.99
19:09:04.758,0.01,-11416,4356,-11300,196,-24,-67,99.99
19:09:04.767,0.01,-11416,4328,-11388,141,18,-89,83.33
19:09:04.779,0.00,-11408,4304,-11236,232,0,-68,99.99
19:09:04.787,0.01,-11376,4328,-11384,189,5,-74,99.99
19:09:04.800,0.01,-11460,4320,-11356,188,38,-100,99.99
19:09:04.808,0.01,-11468,4316,-11396,235,-2,-72,90.90
19:09:04.820,0.00,-11404,4268,-11412,197,18,-110,99.99
19:09:04.832,0.01,-11468,4252,-11348,212,23,-38,99.99
19:09:04.840,0.01,-11436,4312,-11456,197,-36,-57,90.90
19:09:04.852,0.01,-11412,4344,-11468,154,57,-82,90.90
19:09:04.861,0.01,-11404,4268,-11288,261,-37,-39,99.99
19:09:04.877,0.01,-11436,4336,-11364,194,58,-48,99.99
19:09:04.901,0.00,-11448,4300,-11272,171,-4,-60,99.99
19:09:04.901,0.02,-11472,4328,-11264,199,2,-76,99.99
19:09:04.902,0.01,-11384,4312,-11232,162,18,-46,83.33
19:09:04.923,0.01,-11420,4304,-11176,209,16,-47,99.99
19:09:04.926,0.01,-11400,4304,-11328,123,25,-64,99.99
19:09:04.935,0.01,-11420,4352,-11368,184,14,-72,99.99
19:09:04.949,0.00,-11448,4292,-11304,179,29,-48,90.90
19:09:04.960,0.01,-11376,4292,-11332,135,51,-61,90.90
19:09:04.968,0.00,-11352,4336,-11444,193,-9,-36,99.99
19:09:04.983,0.01,-11408,4280,-11244,211,-9,-51,99.99
19:09:04.988,0.00,-11284,4192,-11376,178,91,-56,90.90
19:09:04.996,0.02,-11240,4268,-11384,210,-47,-69,99.99
19:09:05.009,0.01,-11324,4264,-11196,259,-46,-66,99.99
19:09:05.017,0.00,-11480,4332,-11448,244,69,-77,99.99
19:09:05.029,0.02,-11508,4296,-11372,242,3,-53,83.33
19:09:05.041,0.00,-11472,4304,-11372,200,-18,-91,99.99
19:09:05.049,0.00,-11472,4320,-11228,261,58,12,99.99
19:09:05.061,0.00,-11460,4316,-11352,143,51,-95,99.99
19:09:05.070,0.01,-11412,4264,-11340,162,12,-67,90.90
19:09:05.082,0.00,-11356,4340,-11424,174,4,-24,99.99
19:09:05.090,0.01,-11448,4344,-11352,140,30,-76,99.99
19:09:05.102,0.00,-11340,4296,-11460,157,-3,-49,90.90
19:09:05.111,0.00,-11436,4328,-11368,200,51,-41,90.90
19:09:05.123,0.01,-11432,4336,-11404,190,24,-52,99.99
19:09:05.131,0.01,-11476,4320,-11364,155,30,-47,99.99
19:09:05.144,0.00,-11360,4312,-11376,219,5,-95,99.99
19:09:05.152,0.00,-11348,4340,-11408,158,5,-61,90.90
19:09:05.164,0.00,-11424,4332,-11276,222,-7,-86,99.99
19:09:05.176,0.01,-11336,4344,-11316,217,63,-62,99.99
19:09:05.185,0.01,-11488,4296,-11356,242,-41,-36,90.90
19:09:05.197,0.00,-11444,4304,-11292,183,34,-83,90.90
19:09:05.205,0.01,-11420,4300,-11264,159,35,-48,99.99
19:09:05.217,0.00,-11372,4332,-11448,212,-10,-59,99.99
19:09:05.226,0.00,-11440,4280,-11364,213,55,-108,99.99
19:09:05.238,0.02,-11480,4284,-11380,200,-26,-41,83.33
19:09:05.246,0.00,-11460,4344,-11372,191,25,-64,99.99
19:09:05.258,0.00,-11384,4348,-11500,211,59,-69,99.99
19:09:05.270,0.00,-11428,4308,-11340,169,25,-31,99.99
19:09:05.279,0.03,-11412,4256,-11324,184,14,-88,99.99
19:09:05.291,0.00,-11444,4296,-11248,199,-1,-77,90.90
19:09:05.299,0.00,-11592,4392,-11416,181,-13,-57,90.90
19:09:05.311,0.02,-11360,4316,-11312,179,32,-81,99.99
19:09:05.320,0.01,-11416,4312,-11320,172,-3,-74,99.99
19:09:05.332,0.00,-11428,4300,-11268,172,19,-109,90.90
19:09:05.340,0.02,-11332,4376,-11316,201,33,-84,99.99
19:09:05.353,0.00,-11460,4272,-11368,168,-13,-31,99.99
19:09:05.361,0.00,-11384,4348,-11316,210,48,-71,90.90
19:09:05.373,0.00,-11452,4364,-11408,216,16,-39,90.90
19:09:05.385,0.01,-11452,4272,-11452,139,26,-100,99.99
19:09:05.394,0.00,-11424,4280,-11284,262,-2,-85,99.99
19:09:05.409,0.00,-11436,4280,-11468,227,13,-52,99.99
19:09:05.440,0.01,-11420,4256,-11480,160,43,-79,90.90
19:09:05.441,0.00,-11416,4280,-11356,206,12,-64,90.90
19:09:05.442,0.00,-11456,4292,-11412,220,1,-51,99.99
19:09:05.447,0.00,-11400,4240,-11372,178,15,-49,99.99
19:09:05.455,0.00,-11380,4296,-11308,212,-8,-67,90.90
19:09:05.467,0.00,-11416,4276,-11396,168,27,-78,99.99
19:09:05.476,0.01,-11436,4340,-11388,196,11,-66,99.99
19:09:05.488,0.00,-11516,4300,-11416,210,9,-44,99.99
19:09:05.500,0.00,-11376,4288,-11508,127,36,-97,83.33
19:09:05.509,0.00,-11444,4252,-11440,177,-19,-50,99.99
19:09:05.520,0.00,-11420,4272,-11296,183,41,-53,99.99
19:09:05.529,0.01,-11356,4300,-11280,193,-21,-97,99.99
19:09:05.541,0.00,-11480,4392,-11432,193,-23,-66,90.90
19:09:05.549,0.03,-11456,4280,-11328,184,33,-73,99.99
19:09:05.561,0.00,-11460,4300,-11376,224,17,-63,99.99
19:09:05.570,0.00,-11384,4232,-11348,219,4,-58,90.90
19:09:05.582,0.01,-11368,4336,-11524,142,30,-69,90.90
19:09:05.590,0.01,-11436,4336,-11328,212,-7,-47,99.99
19:09:05.602,0.01,-11424,4284,-11248,216,3,-87,99.99
19:09:05.614,0.01,-11416,4292,-11492,169,19,-68,99.99
19:09:05.623,0.00,-11384,4268,-11356,197,32,-55,90.90
19:09:05.635,0.01,-11352,4272,-11328,170,38,-71,99.99
19:09:05.643,0.00,-11368,4348,-11372,222,13,-51,90.90
19:09:05.656,0.01,-11484,4304,-11440,194,20,-76,99.99
19:09:05.664,0.01,-11384,4312,-11340,166,15,-74,90.90
19:09:05.676,0.00,-11524,4324,-11320,234,-27,-52,99.99
19:09:05.684,0.01,-11392,4296,-11460,162,36,-122,99.99
19:09:05.697,0.00,-11428,4300,-11440,218,2,-67,99.99
19:09:05.705,0.01,-11420,4264,-11256,159,-6,-46,90.90
19:09:05.719,0.01,-11380,4252,-11344,177,18,-68,90.90
19:09:05.729,0.01,-11492,4276,-11300,194,-18,-52,99.99
19:09:05.738,0.00,-11464,4308,-11384,172,17,-61,99.99
19:09:05.750,0.01,-11424,4312,-11372,173,31,-76,99.99
19:09:05.758,0.00,-11428,4276,-11400,236,20,-61,90.90
19:09:05.771,0.00,-11420,4256,-11232,212,24,-44,90.90
19:09:05.779,0.00,-11440,4316,-11316,229,25,-43,99.99
19:09:05.791,0.00,-11408,4312,-11488,195,-21,-72,99.99
19:09:05.799,0.01,-11408,4360,-11372,196,6,-74,90.90
19:09:05.811,0.01,-11456,4292,-11488,218,-2,-60,99.99
19:09:05.823,0.01,-11500,4264,-11364,170,32,-60,99.99
19:09:05.832,0.00,-11400,4336,-11308,181,-11,-78,99.99
19:09:05.844,0.00,-11372,4324,-11404,172,12,-96,83.33
19:09:05.852,0.01,-11376,4268,-11424,189,38,-69,99.99
19:09:05.864,-0.01,-11356,4276,-11344,210,-22,-68,99.99
19:09:05.873,0.02,-11372,4304,-11276,184,19,-69,99.99
19:09:05.933,0.01,-11376,40,-11356,215,28,-67,99.99
19:09:05.950,0.00,-11404,4304,-11216,218,23,-66,99.99
19:09:05.951,0.00,-11408,4276,-11424,209,6,-111,90.90
19:09:05.952,0.00,-11424,4300,-11356,215,28,-67,99.99
19:09:05.952,0.00,-11428,4372,-11332,158,29,-79,90.90
19:09:05.952,0.01,-11400,4328,-11216,236,29,-66,99.99
19:09:05.953,0.00,-11404,4320,-11224,200,-19,-49,99.99
19:09:05.963,0.00,-11416,4268,-11256,175,31,-78,99.99
19:09:05.970,0.00,-11420,4268,-11440,218,-33,-53,83.33
19:09:05.979,0.00,-11440,4292,-11384,207,11,-44,99.99
19:09:05.989,0.01,-11372,4284,-11288,214,34,-80,99.99
19:09:05.999,0.00,-11384,4292,-11232,203,5,-59,99.99
19:09:06.008,0.00,-11432,4260,-11252,204,5,-84,90.90
19:09:06.020,0.00,-11496,4324,-11416,209,31,-66,99.99
19:09:06.028,0.01,-11428,4308,-11440,202,4,-73,99.99
19:09:06.041,0.00,-11392,4276,-11340,166,8,-63,99.99
19:09:06.052,0.01,-11436,4292,-11244,198,-16,-78,83.33
19:09:06.061,0.00,-11452,4320,-11432,207,29,-71,99.99
19:09:06.073,0.00,-11388,4272,-11336,197,5,-50,99.99
19:09:06.082,0.01,-11412,4344,-11252,198,3,-68,99.99
19:09:06.094,0.00,-11432,4344,-11360,160,30,-76,99.99
19:09:06.102,0.02,-11460,4240,-11396,211,28,-56,90.90
19:09:06.114,0.00,-11452,4244,-11352,191,4,-74,99.99
19:09:06.122,0.01,-11448,4332,-11448,186,12,-37,90.90
19:09:06.135,0.00,-11484,4328,-11352,192,2,-70,99.99
19:09:06.143,0.01,-11452,4364,-11328,195,23,-102,90.90
19:09:06.155,0.00,-11456,4320,-11364,176,25,-61,99.99
19:09:06.164,0.02,-11436,4312,-11404,191,1,-37,99.99
19:09:06.176,0.02,-11396,4344,-11340,204,30,-107,99.99
19:09:06.188,0.00,-11372,4252,-11416,210,13,-77,83.33
19:09:06.196,0.00,-11328,4272,-11280,174,-2,-76,99.99
19:09:06.208,0.00,-11400,4252,-11368,212,-14,-51,99.99
19:09:06.217,0.01,-11404,4332,-11368,157,31,-74,99.99
19:09:06.229,0.02,-11448,4320,-11484,178,21,-45,90.90
19:09:06.237,0.00,-11468,4412,-11368,185,4,-51,99.99
19:09:06.249,0.01,-11424,4320,-11364,217,5,-75,99.99
19:09:06.258,0.00,-11412,4400,-11432,218,18,-33,90.90
19:09:06.270,0.00,-11376,4260,-11324,222,19,-80,90.90
19:09:06.278,0.01,-11376,4280,-11372,170,20,-86,99.99
19:09:06.290,-0.01,-11440,4352,-11380,202,0,-51,99.99
19:09:06.302,0.01,-11384,4320,-11328,179,39,-58,99.99
19:09:06.311,0.00,-11400,4296,-11472,178,6,-27,90.90
19:09:06.323,0.01,-11436,4328,-11272,188,2,-58,99.99
19:09:06.331,0.00,-11444,4304,-11356,199,19,-64,90.90
19:09:06.344,0.00,-11496,4308,-11308,168,0,-92,99.99
19:09:06.352,0.00,-11428,4300,-11364,155,-5,-85,90.90
19:09:06.364,0.00,-11424,4324,-11376,190,-6,-71,99.99
19:09:06.372,0.00,-11464,4308,-11328,224,3,-79,99.99
19:09:06.385,0.00,-11404,4300,-11244,189,15,-51,99.99
19:09:06.393,0.00,-11396,4272,-11364,196,10,-68,90.90
19:09:06.405,0.01,-11464,4340,-11272,198,-1,-73,99.99
19:09:06.413,0.00,-11464,4316,-11316,156,29,-82,99.99
19:09:06.426,0.00,-11432,4264,-11244,202,-12,-65,90.90
19:09:06.438,0.00,-11368,4296,-11300,165,4,-65,90.90
19:09:06.446,0.01,-11472,4276,-11364,189,-3,-31,99.99
19:09:06.458,0.00,-11428,4296,-11300,198,52,-42,99.99
19:09:06.467,-0.01,-11532,4252,-11540,179,32,-62,99.99
19:09:06.493,0.01,-11424,4308,-11380,191,5,-24,99.99
19:09:06.513,0.00,-11404,4252,-11268,200,-14,-66,90.90
19:09:06.518,0.01,-11468,4400,-11292,157,29,-61,90.90
19:09:06.519,-0.01,-11412,4260,-11424,182,25,-33,99.99
19:09:06.520,0.00,-11364,4304,-11320,215,21,-56,99.99
19:09:06.528,0.02,-11428,4284,-11404,197,11,-100,90.90
19:09:06.541,0.00,-11448,4324,-11308,178,-10,-90,99.99
19:09:06.552,0.01,-11460,4280,-11344,201,18,-58,99.99
19:09:06.561,0.00,-11420,4288,-11392,211,11,-46,90.90
19:09:06.573,0.00,-11360,4296,-11384,173,0,-74,90.90
19:09:06.581,0.00,-11464,4316,-11276,225,13,-61,99.99
19:09:06.593,0.00,-11392,4304,-11348,182,6,-78,99.99
19:09:06.602,0.01,-11380,4268,-11444,191,41,-27,99.99
19:09:06.614,0.00,-11448,4344,-11320,228,15,-49,90.90
19:09:06.622,0.00,-11416,4252,-11400,208,-13,-74,99.99
19:09:06.635,0.02,-11416,4308,-11360,229,34,-90,90.90
19:09:06.646,0.00,-11492,4344,-11348,221,15,-51,99.99
19:09:06.655,0.00,-11408,4324,-11372,202,30,-39,90.90
19:09:06.667,0.00,-11440,4344,-11460,160,27,-61,99.99
19:09:06.676,0.01,-11392,4296,-11368,193,15,-65,99.99
19:09:06.688,0.00,-11404,4288,-11280,160,23,-67,99.99
19:09:06.696,0.00,-11392,4288,-11384,158,3,-72,83.33
19:09:06.708,0.00,-11448,4296,-11300,198,44,-40,99.99
19:09:06.716,0.00,-11416,4344,-11328,162,19,-81,99.99
19:09:06.729,0.00,-11428,4256,-11392,192,-16,-110,99.99
19:09:06.737,0.00,-11424,4308,-11380,223,27,-75,90.90
19:09:06.749,0.00,-11436,4372,-11360,200,22,-65,99.99
19:09:06.761,0.01,-11392,4332,-11344,174,22,-70,99.99
19:09:06.770,0.01,-11412,4384,-11320,200,-6,-74,90.90
19:09:06.782,0.00,-11376,4372,-11392,202,21,-46,90.90
19:09:06.790,0.01,-11436,4276,-11208,191,-11,-69,99.99
19:09:06.803,0.01,-11440,4252,-11376,212,4,-46,99.99
19:09:06.811,0.00,-11368,4276,-11276,213,-33,-68,99.99
19:09:06.823,0.00,-11424,4328,-11312,170,31,-47,90.90
19:09:06.831,0.01,-11444,4228,-11272,177,-25,-68,90.90
19:09:06.843,0.00,-11404,4320,-11384,227,-24,-67,99.99
19:09:06.852,0.00,-11372,4352,-11488,176,16,-68,99.99
19:09:06.864,0.01,-11532,4308,-11428,186,-9,-77,90.90
19:09:06.877,0.00,-11464,4332,-11396,175,40,-85,99.99
19:09:06.886,0.00,-11460,4304,-11368,209,-3,-34,99.99
19:09:06.896,0.01,-11432,4324,-11320,179,0,-62,99.99
19:09:06.905,0.00,-11480,4284,-11408,206,32,-18,83.33
19:09:06.917,0.00,-11396,4264,-11384,203,11,-67,99.99
19:09:06.925,0.01,-11388,4284,-11372,240,4,-65,99.99
19:09:06.939,0.00,-11376,4336,-11416,167,11,-42,99.99
19:09:06.947,0.01,-11432,4304,-11224,227,14,-58,99.99
19:09:06.958,0.00,-11412,4288,-11260,205,10,2,90.90
19:09:06.967,0.01,-11472,4320,-11400,185,3,-58,99.99
19:09:06.979,0.00,-11492,4324,-11268,181,18,-99,99.99
19:09:06.987,-0.01,-11412,4344,-11360,159,51,-68,90.90
19:09:06.999,0.01,-11368,4304,-11340,193,1,-32,90.90
19:09:07.011,0.00,-11356,4344,-11380,164,-1,-53,99.99
19:09:07.020,0.00,-11452,4320,-11380,193,-2,-44,99.99
19:09:07.032,0.00,-11424,4288,-11168,170,-12,-90,99.99
19:09:07.040,0.00,-11500,4324,-11372,204,24,-55,90.90
19:09:07.052,0.00,-11468,4240,-11416,197,21,-64,90.90
19:09:07.061,0.01,-11376,4368,-11412,183,6,-59,99.99
19:09:07.073,0.01,-11364,4292,-11360,189,28,-57,99.99
19:09:07.081,0.00,-11388,4312,-11256,186,6,-78,90.90
19:09:07.093,0.00,-11464,4244,-11412,205,10,-53,99.99
19:09:07.101,0.00,-11448,4316,-11384,172,10,-55,99.99
19:09:07.114,0.00,-11444,4340,-11260,174,13,-38,99.99
19:09:07.126,0.00,-11412,4340,-11328,197,3,-70,83.33
19:09:07.134,0.01,-11360,4288,-11432,218,2,-56,99.99
19:09:07.147,0.00,-11388,4312,-11328,229,83,-66,99.99
19:09:07.155,0.00,-11456,4356,-11432,210,-6,-47,99.99
19:09:07.167,0.00,-11448,4280,-11280,133,33,-85,90.90
19:09:07.175,0.01,-11400,4332,-11388,180,41,-72,99.99
19:09:07.188,0.00,-11428,4308,-11340,196,23,-92,99.99
19:09:07.196,0.00,-11440,4348,-11440,206,-11,-64,99.99
19:09:07.208,0.01,-11432,4324,-11424,212,21,-101,83.33
19:09:07.216,0.00,-11396,4348,-11316,203,9,-64,99.99
19:09:07.228,0.01,-11376,4336,-11348,204,40,-85,99.99
19:09:07.240,-0.01,-11432,4272,-11408,195,30,-46,99.99
19:09:07.249,0.00,-11444,4276,-11404,214,38,-64,90.90
19:09:07.261,0.00,-11400,4344,-11480,213,-24,-44,99.99
19:09:07.269,0.01,-11412,4332,-11332,187,-17,-22,90.90
19:09:07.281,0.00,-11416,4316,-11404,169,84,-71,99.99
19:09:07.290,0.00,-11464,4312,-11480,253,-19,-28,90.90
19:09:07.302,0.00,-11424,4380,-11328,192,8,-62,99.99
19:09:07.310,0.00,-11404,4356,-11428,206,12,-65,99.99
19:09:07.323,0.00,-11336,4308,-11336,183,9,-37,99.99
19:09:07.331,0.02,-11440,4324,-11372,199,24,-39,99.99
19:09:07.343,0.01,-11428,4320,-11376,218,2,-54,83.33
19:09:07.355,0.00,-11484,4344,-11296,205,20,-54,99.99
19:09:07.364,0.00,-11380,4292,-11344,186,36,-49,99.99
19:09:07.375,0.00,-11336,4372,-11256,232,7,-21,99.99
19:09:07.384,0.00,-11428,4244,-11444,192,10,-60,90.90
19:09:07.396,0.00,-11532,4316,-11312,210,12,-98,99.99
19:09:07.405,0.01,-11444,4332,-11368,169,44,-88,99.99
19:09:07.417,0.00,-11432,4312,-11428,191,49,-84,90.90
19:09:07.425,0.00,-11404,4304,-11336,189,-13,-54,90.90
19:09:07.437,0.00,-11416,4292,-11348,166,45,-65,99.99
19:09:07.445,0.00,-11436,4288,-11308,199,14,-42,99.99
19:09:07.458,0.00,-11472,4332,-11360,184,-3,-88,99.99
19:09:07.466,0.00,-11424,4300,-11456,197,10,-72,90.90
19:09:07.478,0.01,-11348,4400,-11380,205,20,-76,99.99
19:09:07.490,-0.02,-11420,4340,-11260,169,-22,-53,90.90
19:09:07.507,0.00,-11464,4272,-11400,199,41,-75,99.99
19:09:07.516,0.00,-11444,4316,-11384,215,-9,-66,90.90
19:09:07.522,0.00,-11472,4312,-11384,189,11,-98,99.99
19:09:07.532,0.00,-11416,4336,-11344,190,8,-74,99.99
19:09:07.540,0.00,-11416,4308,-11372,187,-22,-68,99.99
19:09:07.552,0.00,-11384,4308,-11376,161,25,-89,83.33
19:09:07.561,0.00,-11424,4356,-11364,201,25,-81,99.99
19:09:07.573,0.00,-11368,4336,-11328,160,-5,-71,99.99
19:09:07.584,-0.01,-11468,4288,-11332,206,19,-58,99.99
19:09:07.593,0.00,-11388,4276,-11344,198,35,-62,90.90
19:09:07.605,0.01,-11412,4292,-11400,216,16,-45,99.99
19:09:07.614,0.00,-11452,4300,-11300,166,11,-40,99.99
19:09:07.626,0.00,-11376,4296,-11364,212,28,-72,90.90
19:09:07.634,0.00,-11400,4320,-11416,161,3,-83,90.90
19:09:07.646,0.01,-11460,4372,-11348,207,9,-68,99.99
19:09:07.655,0.00,-11392,4312,-11376,181,37,-48,99.99
19:09:07.667,0.00,-11416,4324,-11320,213,3,-60,99.99
19:09:07.675,0.02,-11428,4356,-11316,206,43,-61,90.90
19:09:07.687,0.01,-11448,4380,-11300,169,24,-83,99.99
19:09:07.695,0.00,-11420,4268,-11304,212,2,-86,90.90
19:09:07.708,0.00,-11400,4340,-11308,219,42,-71,99.99
19:09:07.720,-0.01,-11500,4384,-11416,203,-1,-71,99.99
19:09:07.728,0.01,-11372,4328,-11296,180,31,-45,90.90
19:09:07.740,0.00,-11420,4328,-11284,188,30,-60,99.99
19:09:07.749,0.01,-11344,4352,-11352,180,-26,-52,99.99
19:09:07.761,0.00,-11440,4344,-11372,206,20,-74,99.99
19:09:07.769,0.01,-11416,4296,-11376,192,12,-56,83.33
19:09:07.782,0.00,-11372,4296,-11408,226,-8,-71,99.99
19:09:07.790,0.01,-11476,4244,-11324,205,22,-74,99.99
19:09:07.802,0.00,-11388,4280,-11352,201,33,-48,99.99
19:09:07.810,0.01,-11428,4328,-11380,177,-5,-43,90.90
19:09:07.822,0.01,-11480,4304,-11336,209,19,-67,99.99
19:09:07.834,0.00,-11400,4276,-11412,212,-7,-61,90.90
19:09:07.843,0.00,-11424,4336,-11320,168,21,-58,99.99
19:09:07.855,-0.01,-11432,4312,-11332,198,13,-63,90.90
19:09:07.863,0.00,-11380,4316,-11496,216,8,-47,99.99
19:09:07.875,0.00,-11436,4292,-11400,185,27,-77,99.99
19:09:07.884,0.00,-11416,4292,-11400,215,8,-61,99.99
19:09:07.896,0.02,-11432,4280,-11300,199,12,-71,90.90
19:09:07.908,0.00,-11452,4276,-11300,192,-3,-78,99.99
19:09:07.917,-0.01,-11392,4312,-11400,204,36,-43,90.90
19:09:07.926,0.01,-11396,4332,-11420,229,30,-94,99.99
19:09:07.937,0.00,-11384,4284,-11476,185,29,-50,90.90
19:09:07.949,0.01,-11452,4340,-11336,184,24,-52,99.99
19:09:07.958,0.00,-11408,4316,-11348,195,53,-74,99.99
19:09:07.969,0.00,-11448,4348,-11280,184,42,-57,99.99
19:09:07.978,0.00,-11452,4312,-11400,218,6,-51,83.33
19:09:07.990,0.00,-11348,4332,-11272,198,56,-56,99.99
19:09:07.998,0.00,-11496,4272,-11300,222,3,-59,99.99
19:09:08.011,0.00,-11392,4272,-11436,209,11,-59,99.99
19:09:08.019,0.00,-11440,4328,-11332,176,7,-42,90.90
19:09:08.031,0.01,-11440,4336,-11344,200,-3,-39,99.99
19:09:08.039,0.00,-11412,4312,-11328,193,0,-50,99.99
19:09:08.052,0.01,-11456,4352,-11228,189,17,-53,99.99
19:09:08.060,0.01,-11376,4292,-11400,180,46,-74,83.33
19:09:08.072,0.00,-11408,4336,-11448,186,9,-85,99.99
19:09:08.084,0.00,-11440,4384,-11340,142,-29,-61,99.99
19:09:08.093,0.00,-11460,4364,-11232,189,44,-75,99.99
19:09:08.105,0.02,-11416,4280,-11368,170,5,-67,99.99
19:09:08.113,0.01,-11392,4300,-11300,230,8,-54,90.90
19:09:08.125,0.01,-11408,4308,-11336,165,27,-66,99.99
19:09:08.134,0.00,-11436,4364,-11400,177,58,-41,99.99
19:09:08.146,0.01,-11444,4352,-11468,172,26,-69,90.90
19:09:08.157,0.00,-11472,4268,-11344,194,-3,-54,90.90
19:09:08.166,0.02,-11412,4284,-11260,181,-9,-77,99.99
19:09:08.175,0.00,-11456,4372,-11316,163,14,-65,99.99
19:09:08.187,0.00,-11424,4308,-11432,194,-7,-86,99.99
19:09:08.199,0.01,-11452,4340,-11348,165,-11,-57,90.90
19:09:08.207,0.00,-11400,4296,-11380,204,49,-57,99.99
19:09:08.219,0.00,-11368,4296,-11408,168,38,-76,90.90
19:09:08.228,0.01,-11388,4312,-11260,234,7,-77,99.99
19:09:08.240,-0.01,-11408,4280,-11332,181,24,-78,90.90
19:09:08.248,0.01,-11404,4284,-11344,187,20,-65,99.99
19:09:08.260,0.00,-11428,4312,-11296,183,8,-64,99.99
19:09:08.269,0.00,-11404,4332,-11356,180,-35,-44,99.99
19:09:08.281,-0.02,-11396,4280,-11328,204,25,-67,90.90
19:09:08.289,0.00,-11388,4304,-11380,207,6,-75,90.90
19:09:08.302,0.01,-11372,4336,-11396,163,23,-31,99.99
19:09:08.313,0.00,-11464,4344,-11352,215,41,-92,99.99
19:09:08.322,0.00,-11468,4324,-11292,221,11,-54,90.90
19:09:08.334,-0.01,-11428,4304,-11304,196,27,-38,99.99
19:09:08.343,0.00,-11396,4264,-11296,210,14,-63,99.99
19:09:08.354,0.00,-11408,4328,-11356,162,-14,-72,99.99
19:09:08.363,0.00,-11388,4260,-11408,205,64,-67,83.33
19:09:08.375,0.00,-11436,4296,-11384,192,33,-44,99.99
19:09:08.383,0.00,-11452,4324,-11488,190,-3,-85,99.99
19:09:08.396,0.00,-11448,4320,-11288,172,21,-74,99.99
19:09:08.404,0.01,-11432,4292,-11456,190,21,-38,90.90
19:09:08.416,0.00,-11356,4296,-11404,194,28,-75,99.99
19:09:08.428,0.00,-11492,4304,-11356,200,-9,-43,90.90
19:09:08.437,0.01,-11420,4368,-11340,204,8,-86,99.99
19:09:08.449,0.01,-11400,4332,-11312,194,19,-73,90.90
19:09:08.457,0.00,-11452,4304,-11428,215,-6,-62,99.99
19:09:08.469,0.01,-11416,4376,-11316,172,29,-103,99.99
19:09:08.478,-0.01,-11448,4292,-11412,207,-9,-61,99.99
19:09:08.490,0.00,-11424,4320,-11332,200,26,-55,99.99
19:09:08.498,0.00,-11356,4260,-11336,203,16,-46,83.33
19:09:08.510,0.00,-11436,4340,-11352,213,28,-70,99.99
19:09:08.519,0.00,-11488,4300,-11308,212,13,-74,99.99
19:09:08.531,0.01,-11428,4308,-11380,196,27,-39,99.99
19:09:08.543,0.01,-11448,4304,-11372,181,7,-42,90.90
19:09:08.551,0.00,-11340,4308,-11260,186,-3,-27,99.99
19:09:08.563,0.01,-11412,4360,-11360,212,16,-44,90.90
19:09:08.572,0.02,-11456,4304,-11400,171,-4,-92,99.99
19:09:08.584,0.00,-11416,4300,-11440,189,12,-68,90.90
19:09:08.592,0.01,-11428,4316,-11448,220,-19,-61,99.99
19:09:08.604,0.00,-11392,4252,-11364,202,3,-57,99.99
19:09:08.613,0.01,-11456,4320,-11464,187,23,-69,99.99
