Time,Current,AcX,AcY,AcZ,GyX,GyY,GyZ,Freq
19:05:40.839,0.04,-11320,4752,-11228,207,1,-38,99.99
19:05:40.851,0.01,-11348,4780,-11352,181,10,-68,99.99
19:05:40.863,0.02,-11344,4800,-11204,187,-14,-60,99.99
19:05:40.871,0.01,-11324,4756,-11176,196,13,-36,90.90
19:05:40.883,0.01,-11352,4744,-11192,185,29,-51,99.99
19:05:40.892,0.01,-11328,4796,-11188,153,0,-55,90.90
19:05:40.904,0.03,-11296,4836,-11208,203,-4,-86,99.99
19:05:40.912,0.01,-11352,4744,-11196,231,16,-78,90.90
19:05:40.924,0.01,-11292,4788,-11192,183,17,-73,99.99
19:05:40.933,0.01,-11332,4844,-11288,186,-14,-64,99.99
19:05:40.951,0.01,-11376,4760,-11208,215,30,-74,99.99
19:05:40.959,0.01,-11304,4748,-11280,153,11,-68,83.33
19:05:40.966,0.03,-11356,4836,-11272,198,1,-73,99.99
19:05:40.977,0.01,-11348,4816,-11168,168,-8,-65,99.99
19:05:40.986,0.01,-11356,4772,-11208,177,14,-66,99.99
19:05:40.998,0.01,-11312,4760,-11208,213,30,-60,90.90
19:05:41.006,0.01,-11320,4740,-11268,193,-5,-58,99.99
19:05:41.019,0.02,-11384,4816,-11264,155,-2,-45,99.99
19:05:41.027,0.01,-11396,4808,-11104,203,-2,-51,90.90
19:05:41.039,0.01,-11320,4804,-11164,181,-1,-66,90.90
19:05:41.047,0.02,-11364,4812,-11164,190,59,-53,99.99
19:05:41.060,0.02,-11428,4796,-11240,223,13,-64,99.99
19:05:41.071,0.00,-11320,4812,-11236,190,17,-50,99.99
19:05:41.080,0.02,-11300,4844,-11288,180,16,-81,90.90
19:05:41.092,0.02,-11292,4808,-11236,198,61,-63,90.90
19:05:41.101,0.01,-11316,4792,-11224,206,22,-58,99.99
19:05:41.113,0.02,-11316,4844,-11212,193,10,-74,99.99
19:05:41.121,0.02,-11296,4824,-11256,196,7,-65,99.99
19:05:41.133,0.02,-11376,4804,-11304,195,26,-67,90.90
19:05:41.142,0.01,-11308,4808,-11312,216,25,-77,99.99
19:05:41.154,0.02,-11320,4768,-11316,196,1,-71,90.90
19:05:41.162,0.02,-11336,4836,-11208,201,34,-65,99.99
19:05:41.174,0.02,-11312,4824,-11324,195,14,-60,90.90
19:05:41.186,0.01,-11340,4784,-11256,201,13,-38,99.99
19:05:41.195,0.01,-11316,4764,-11196,204,12,-85,99.99
19:05:41.207,0.02,-11332,4848,-11224,181,28,-59,99.99
19:05:41.215,0.01,-11352,4840,-11324,215,6,-63,83.33
19:05:41.228,0.02,-11356,4824,-11208,198,-16,-65,99.99
19:05:41.236,0.01,-11396,4724,-11192,191,0,-66,99.99
19:05:41.248,0.02,-11328,4880,-11348,222,5,-74,99.99
19:05:41.256,0.01,-11364,4764,-11280,194,14,-81,90.90
19:05:41.268,0.02,-11268,4740,-11288,215,5,-50,99.99
19:05:41.280,0.03,-11288,4852,-11252,204,37,-52,99.99
19:05:41.289,0.01,-11348,4780,-11212,230,-21,-78,90.90
19:05:41.301,0.02,-11324,4836,-11220,153,23,-58,90.90
19:05:41.309,0.03,-11368,4792,-11360,169,15,-89,99.99
19:05:41.321,0.03,-11368,4776,-11204,210,1,-92,99.99
19:05:41.330,0.02,-11332,4840,-11276,206,14,-92,99.99
19:05:41.342,0.03,-11340,4780,-11224,205,16,-59,90.90
19:05:41.350,0.03,-11312,4768,-11280,201,14,-51,90.90
19:05:41.363,0.02,-11324,4796,-11232,204,18,-68,99.99
19:05:41.371,0.01,-11316,4768,-11128,183,31,-54,99.99
19:05:41.383,0.03,-11388,4796,-11192,188,-1,-111,90.90
19:05:41.395,0.03,-11292,4824,-11188,210,29,-58,99.99
19:05:41.404,0.03,-11292,4864,-11212,220,28,-74,90.90
19:05:41.416,0.02,-11312,4836,-11252,186,27,-47,99.99
19:05:41.424,0.02,-11344,4848,-11220,200,-18,-80,90.90
19:05:41.436,0.02,-11300,4780,-11216,188,2,-66,99.99
19:05:41.445,0.02,-11300,4824,-11280,192,-19,-69,99.99
19:05:41.457,0.02,-11344,4804,-11232,202,31,-80,99.99
19:05:41.465,0.03,-11288,4784,-11240,223,26,-60,83.33
19:05:41.478,0.01,-11336,4840,-11256,178,-11,-83,99.99
19:05:41.489,0.01,-11360,4788,-11224,172,54,-68,99.99
19:05:41.498,0.03,-11332,4892,-11224,194,-7,-46,99.99
19:05:41.510,0.00,-11348,4776,-11208,174,24,-90,90.90
19:05:41.518,0.02,-11372,4824,-11108,186,14,-89,99.99
19:05:41.530,0.01,-11288,4816,-11176,208,0,-75,90.90
19:05:41.539,0.01,-11336,4824,-11228,203,19,-83,99.99
19:05:41.551,0.02,-11408,4788,-11240,185,-1,-47,90.90
19:05:41.571,0.02,-11288,4848,-11252,198,16,-77,99.99
19:05:41.591,0.01,-11336,4796,-11280,229,1,-88,99.99
19:05:41.595,0.01,-11336,4848,-11268,201,12,-65,99.99
19:05:41.597,0.01,-11312,4820,-11340,245,29,-42,90.90
19:05:41.604,0.03,-11324,4852,-11196,174,29,-87,90.90
19:05:41.613,0.01,-11340,4804,-11248,187,14,-64,99.99
19:05:41.624,0.02,-11352,4812,-11196,182,59,-25,99.99
19:05:41.633,0.02,-11340,4824,-11308,189,-16,-78,99.99
19:05:41.645,0.01,-11356,4840,-11296,211,20,-72,90.90
19:05:41.653,0.02,-11288,4816,-11188,201,19,-65,90.90
19:05:41.666,0.03,-11336,4812,-11284,194,-1,-63,99.99
19:05:41.674,0.01,-11344,4804,-11284,199,26,-70,99.99
19:05:41.686,0.02,-11328,4816,-11252,211,20,-75,90.90
19:05:41.698,0.03,-11372,4836,-11320,174,8,-60,99.99
19:05:41.707,0.02,-11380,4808,-11324,235,-2,-52,99.99
19:05:41.719,0.02,-11296,4820,-11256,189,23,-70,90.90
19:05:41.727,0.01,-11364,4812,-11236,184,47,-34,90.90
19:05:41.739,0.02,-11364,4744,-11096,220,-10,-72,99.99
19:05:41.748,0.01,-11360,4772,-11224,212,2,-71,99.99
19:05:41.760,0.03,-11312,4788,-11316,217,19,-60,99.99
19:05:41.768,0.01,-11340,4840,-11196,183,30,-49,90.90
19:05:41.780,0.02,-11336,4792,-11284,203,0,-53,90.90
19:05:41.789,0.04,-11336,4868,-11276,189,0,-61,99.99
19:05:41.801,0.02,-11360,4788,-11132,196,10,-64,99.99
19:05:41.813,0.01,-11372,4780,-11176,222,-5,-55,90.90
19:05:41.821,0.01,-11376,4840,-11260,187,16,-50,99.99
19:05:41.833,0.02,-11336,4756,-11252,205,-1,-47,99.99
19:05:41.842,0.03,-11348,4768,-11236,168,-29,-44,99.99
19:05:41.854,0.01,-11332,4852,-11184,179,56,-56,83.33
19:05:41.862,0.01,-11296,4852,-11216,187,29,-60,99.99
19:05:41.884,0.02,-11300,4800,-11256,179,6,-79,99.99
19:05:41.886,0.02,-11308,4816,-11304,201,10,-41,99.99
19:05:41.895,0.03,-11380,4756,-11240,182,46,-28,90.90
19:05:41.903,0.01,-11188,4788,-11208,168,18,-71,99.99
19:05:41.916,0.02,-11348,4780,-11304,200,1,-64,90.90
19:05:41.928,0.00,-11336,4820,-11160,185,-1,-58,99.99
19:05:41.936,0.02,-11240,4828,-11304,205,0,-93,90.90
19:05:41.948,0.02,-11324,4808,-11168,217,8,-68,99.99
19:05:41.957,0.04,-11332,4796,-11184,168,50,-61,99.99
19:05:41.969,0.03,-11340,4848,-11252,203,15,-75,99.99
19:05:41.977,0.02,-11312,4788,-11292,234,-4,-69,99.99
19:05:41.989,0.02,-11364,4780,-11176,174,10,-115,83.33
19:05:41.997,0.01,-11352,4764,-11184,202,-1,-71,99.99
19:05:42.021,0.04,-11356,4912,-11296,170,23,-55,99.99
19:05:42.038,0.02,-11312,4888,-11256,164,14,-64,99.99
19:05:42.039,0.02,-11276,4816,-11264,168,-18,-52,90.90
19:05:42.043,0.01,-11280,4764,-11232,181,5,-69,99.99
19:05:42.051,0.02,-11324,4844,-11268,195,17,-66,90.90
19:05:42.063,0.02,-11276,4776,-11284,213,2,-57,99.99
19:05:42.072,0.02,-11312,4812,-11264,203,-12,-77,90.90
19:05:42.083,0.02,-11336,4784,-11276,201,14,-55,99.99
19:05:42.092,0.02,-11372,4848,-11192,197,25,-38,99.99
19:05:42.104,0.03,-11328,4844,-11268,187,4,-51,99.99
19:05:42.112,0.03,-11248,4884,-11140,178,-3,-31,83.33
19:05:42.125,0.04,-11336,4780,-11176,216,12,-48,99.99
19:05:42.136,0.02,-11344,4888,-11248,167,15,-78,99.99
19:05:42.146,0.02,-11344,4796,-11280,202,10,-65,99.99
19:05:42.157,0.02,-11316,4804,-11240,216,-2,-53,90.90
19:05:42.165,0.03,-11328,4804,-11240,213,28,-32,99.99
19:05:42.178,0.02,-11360,4800,-11112,160,4,-57,90.90
19:05:42.186,0.03,-11368,4816,-11244,197,48,-62,99.99
19:05:42.198,0.00,-11360,4788,-11176,173,0,-52,90.90
19:05:42.206,0.02,-11276,4824,-11120,218,41,-105,99.99
19:05:42.219,0.02,-11344,4868,-11252,199,-2,-39,99.99
19:05:42.227,0.02,-11368,4816,-11132,174,22,-75,99.99
19:05:42.239,0.02,-11308,4808,-11256,192,4,-42,83.33
19:05:42.251,0.03,-11340,4824,-11344,177,-29,-63,99.99
19:05:42.260,0.01,-11304,4832,-11248,216,16,-69,99.99
19:05:42.272,0.02,-11348,4776,-11260,212,-8,-59,99.99
19:05:42.280,0.02,-11332,4772,-11272,151,26,-67,90.90
19:05:42.292,0.04,-11340,4848,-11268,183,14,-69,99.99
19:05:42.301,0.01,-11336,4828,-11180,227,35,-90,99.99
19:05:42.313,0.02,-11400,4844,-11192,202,0,-66,90.90
19:05:42.321,0.03,-11308,4832,-11236,217,-11,-69,90.90
19:05:42.333,0.03,-11376,4816,-11216,220,5,-51,99.99
19:05:42.341,0.01,-11344,4816,-11148,191,21,-79,99.99
19:05:42.354,0.03,-11384,4808,-11292,220,13,-52,99.99
19:05:42.366,0.02,-11308,4828,-11188,223,0,-60,90.90
19:05:42.374,0.03,-11344,4828,-11256,187,7,-66,90.90
19:05:42.386,0.02,-11272,4816,-11232,194,36,-57,99.99
19:05:42.395,0.03,-11312,4776,-11180,182,4,-39,99.99
19:05:42.407,0.03,-11356,4800,-11252,215,18,-84,99.99
19:05:42.415,0.03,-11352,4804,-11312,192,47,-41,90.90
19:05:42.428,0.03,-11320,4880,-11232,158,-1,-44,99.99
19:05:42.436,0.03,-11324,4856,-11204,227,29,-50,90.90
19:05:42.448,0.03,-11344,4848,-11336,212,35,-68,99.99
19:05:42.456,0.04,-11380,4804,-11152,152,-1,-63,90.90
19:05:42.468,0.01,-11348,4812,-11212,207,45,-56,99.99
19:05:42.480,0.03,-11320,4836,-11176,175,25,-64,99.99
19:05:42.489,0.03,-11320,4764,-11272,169,-15,-79,99.99
19:05:42.501,0.03,-11380,4852,-11200,191,24,-95,83.33
19:05:42.509,0.04,-11288,4828,-11288,212,12,-57,99.99
19:05:42.522,0.03,-11324,4824,-11256,170,-38,-61,99.99
19:05:42.530,0.02,-11368,4904,-11144,180,32,-61,99.99
19:05:42.542,0.02,-11368,4768,-11332,215,-4,-55,90.90
19:05:42.550,0.03,-11336,4808,-11256,184,3,-73,99.99
19:05:42.601,0.02,-11276,4764,-11200,201,19,-80,90.90
19:05:42.608,0.02,-11384,4820,-11244,212,-40,-57,99.99
19:05:42.608,0.03,-11336,4820,-11268,140,29,-79,90.90
19:05:42.609,0.02,-11360,4804,-11284,184,4,-71,99.99
19:05:42.610,0.03,-11312,4912,-11296,205,25,-96,99.99
19:05:42.616,0.02,-11340,4776,-11204,202,7,-91,99.99
19:05:42.625,0.02,-11416,4800,-11224,221,-9,-76,90.90
19:05:42.639,0.02,-11364,4848,-11264,156,23,-62,90.90
19:05:42.646,0.02,-11308,4800,-11276,206,16,-69,99.99
19:05:42.657,0.02,-11368,4832,-11240,163,-13,-32,99.99
19:05:42.665,0.01,-11356,4768,-11260,164,52,-83,90.90
19:05:42.678,0.02,-11324,4768,-11372,188,14,-69,99.99
19:05:42.689,0.01,-11340,4824,-11248,189,-8,-66,90.90
19:05:42.698,0.02,-11296,4792,-11224,207,40,-80,99.99
19:05:42.710,0.01,-11336,4768,-11232,191,-18,-44,90.90
19:05:42.718,0.01,-11320,4776,-11140,167,35,-53,99.99
19:05:42.731,0.03,-11424,4804,-11304,200,-1,-64,99.99
19:05:42.739,0.01,-11332,4792,-11156,220,-4,-53,99.99
19:05:42.751,0.02,-11348,4776,-11256,182,40,-71,90.90
19:05:42.759,0.02,-11328,4820,-11272,207,-1,-68,90.90
19:05:42.772,0.02,-11336,4852,-11240,174,7,-65,99.99
19:05:42.783,0.02,-11332,4824,-11200,221,24,-79,99.99
19:05:42.792,0.03,-11380,4848,-11184,218,-16,-42,90.90
19:05:42.804,0.03,-11308,4812,-11236,163,31,-92,99.99
19:05:42.813,0.01,-11336,4828,-11376,194,0,-72,99.99
19:05:42.825,0.02,-11376,4848,-11184,196,24,-51,90.90
19:05:42.833,0.02,-11332,4824,-11304,187,48,-111,90.90
19:05:42.845,0.03,-11284,4764,-11264,250,-25,-39,99.99
19:05:42.853,0.03,-11312,4836,-11232,140,7,-75,99.99
19:05:42.866,0.02,-11348,4804,-11228,155,-12,-71,99.99
19:05:42.874,0.03,-11352,4876,-11152,190,24,-53,90.90
19:05:42.886,0.00,-11360,4816,-11224,152,44,-59,90.90
19:05:42.898,0.03,-11436,4800,-11236,196,-11,-31,99.99
19:05:42.907,0.03,-11372,4772,-11240,202,38,-65,99.99
19:05:42.919,0.02,-11404,4804,-11240,178,25,-97,99.99
19:05:42.927,0.03,-11376,4792,-11316,225,-3,-45,90.90
19:05:42.939,0.03,-11340,4784,-11172,181,23,-50,90.90
19:05:42.948,0.02,-11308,4788,-11292,138,28,-48,99.99
19:05:42.960,0.02,-11304,4820,-11252,193,18,-33,99.99
19:05:42.968,0.03,-11320,4796,-11332,170,53,-64,90.90
19:05:42.980,0.02,-11280,4780,-11304,218,-24,-46,99.99
19:05:42.992,0.02,-11368,4848,-11216,173,29,-86,90.90
19:05:43.001,0.03,-11308,4800,-11260,230,-18,-77,99.99
19:05:43.013,0.02,-11304,4728,-11164,213,-5,-59,90.90
19:05:43.021,0.02,-11348,4796,-11356,205,31,-91,99.99
19:05:43.034,0.01,-11296,4796,-11244,210,-46,-24,99.99
19:05:43.042,0.02,-11356,4792,-11200,173,-10,-58,99.99
19:05:43.054,0.02,-11292,4812,-11256,224,11,-101,83.33
19:05:43.063,0.01,-11352,4848,-11304,192,-33,-72,99.99
19:05:43.075,0.02,-11364,4772,-11176,175,-9,-69,99.99
19:05:43.087,0.03,-11348,4788,-11340,221,30,-44,99.99
19:05:43.123,0.03,-11404,4788,-11272,251,-9,-47,90.90
19:05:43.129,0.02,-11316,4844,-11244,193,57,-70,99.99
19:05:43.132,0.02,-11380,4748,-11196,219,11,-32,90.90
19:05:43.134,0.02,-11340,4764,-11100,164,-5,-99,99.99
19:05:43.136,0.01,-11356,4864,-11304,177,27,-79,90.90
19:05:43.150,0.03,-11368,4824,-11304,228,-15,-58,99.99
19:05:43.157,0.03,-11372,4844,-11256,127,54,-98,99.99
19:05:43.169,0.01,-11384,4852,-11308,212,18,-87,99.99
19:05:43.177,0.01,-11356,4796,-11300,172,6,-38,83.33
19:05:43.189,0.02,-11300,4792,-11268,186,-10,-83,99.99
19:05:43.201,0.02,-11316,4840,-11196,222,43,-42,99.99
19:05:43.210,0.03,-11340,4760,-11192,158,20,-82,99.99
19:05:43.222,0.04,-11332,4756,-11268,200,22,-61,90.90
19:05:43.230,0.03,-11372,4788,-11244,228,-3,-65,90.90
19:05:43.243,0.03,-11308,4824,-11304,172,28,-77,99.99
19:05:43.251,0.02,-11308,4728,-11336,182,10,-30,99.99
19:05:43.263,0.03,-11364,4800,-11216,191,51,-55,90.90
19:05:43.271,0.02,-11260,4784,-11148,153,-16,-56,99.99
19:05:43.284,0.02,-11388,4784,-11228,223,14,-48,99.99
19:05:43.295,0.02,-11336,4764,-11288,237,81,-81,90.90
19:05:43.304,0.03,-11400,4828,-11280,187,4,-57,99.99
19:05:43.316,0.02,-11340,4824,-11184,184,-8,-76,90.90
19:05:43.325,0.02,-11348,4820,-11224,219,72,-84,99.99
19:05:43.337,0.02,-11352,4740,-11296,228,26,-52,99.99
19:05:43.345,0.03,-11344,4784,-11248,173,40,-108,99.99
19:05:43.357,0.02,-11328,4816,-11208,200,-6,-68,90.90
19:05:43.365,0.02,-11352,4748,-11284,215,-19,-39,90.90
19:05:43.378,0.03,-11352,4736,-11160,178,38,-79,99.99
19:05:43.386,0.02,-11368,4788,-11216,213,-25,-57,99.99
19:05:43.398,0.02,-11372,4836,-11188,194,-4,-53,90.90
19:05:43.410,0.02,-11348,4812,-11280,208,51,-57,99.99
19:05:43.419,0.03,-11336,4748,-11376,239,-24,-60,90.90
19:05:43.431,0.02,-11268,4824,-11192,172,49,-85,99.99
19:05:43.439,0.03,-11328,4868,-11240,205,40,-58,90.90
19:05:43.451,0.02,-11364,4876,-11276,194,26,-49,99.99
19:05:43.460,0.03,-11328,4796,-11296,174,40,-40,99.99
19:05:43.472,0.03,-11340,4748,-11276,217,-24,-47,99.99
19:05:43.480,0.02,-11400,4744,-11172,208,13,-65,83.33
19:05:43.492,0.01,-11352,4792,-11236,172,29,-50,99.99
19:05:43.504,0.02,-11360,4788,-11160,218,24,-58,99.99
19:05:43.513,0.03,-11304,4816,-11176,167,58,-91,99.99
19:05:43.525,0.02,-11408,4780,-11276,192,-18,-30,90.90
19:05:43.533,0.03,-11360,4864,-11164,193,-7,-50,90.90
19:05:43.546,0.02,-11360,4796,-11252,187,4,-69,99.99
19:05:43.554,0.03,-11356,4824,-11280,184,8,-58,99.99
19:05:43.573,0.03,-11316,4788,-11216,200,20,-49,90.90
19:05:43.599,0.03,-11320,4780,-11328,215,25,-57,99.99
19:05:43.600,0.02,-11384,4796,-11356,203,1,-48,99.99
19:05:43.600,0.01,-11288,4840,-11268,156,53,-83,99.99
19:05:43.607,0.01,-11424,4832,-11384,221,-11,-59,83.33
19:05:43.620,0.02,-11320,4808,-11232,192,44,-85,99.99
19:05:43.628,0.02,-11344,4780,-11276,168,58,-72,99.99
19:05:43.640,0.02,-11340,4840,-11152,199,-24,-45,99.99
19:05:43.649,0.02,-11332,4824,-11368,196,49,-71,90.90
19:05:43.662,0.02,-11352,4776,-11236,207,11,-56,90.90
19:05:43.669,0.00,-11336,4824,-11200,176,29,-80,99.99
19:05:43.681,0.04,-11272,4800,-11168,176,3,-59,99.99
19:05:43.689,0.04,-11360,4824,-11252,198,-26,-37,90.90
19:05:43.701,0.03,-11328,4792,-11160,171,37,-83,99.99
19:05:43.713,0.02,-11332,4776,-11240,166,-7,-65,99.99
19:05:43.722,0.03,-11372,4768,-11252,198,-8,-71,99.99
19:05:43.734,0.01,-11332,4792,-11248,179,49,-63,83.33
19:05:43.742,0.02,-11332,4856,-11212,215,-13,-90,99.99
19:05:43.754,0.03,-11356,4840,-11104,189,26,-59,99.99
19:05:43.763,0.01,-11376,4800,-11196,217,42,-71,99.99
19:05:43.775,0.02,-11344,4816,-11252,200,-10,-43,99.99
19:05:43.783,0.01,-11360,4804,-11268,179,65,-80,90.90
19:05:43.796,0.01,-11324,4820,-11396,185,-2,-26,90.90
19:05:43.807,0.01,-11376,4824,-11220,195,-20,-95,99.99
19:05:43.816,0.02,-11348,4780,-11252,195,29,-35,99.99
19:05:43.828,0.01,-11420,4796,-11348,224,36,-25,90.90
19:05:43.836,0.02,-11328,4792,-11280,145,30,-92,99.99
19:05:43.849,0.02,-11304,4820,-11328,200,21,-44,90.90
19:05:43.857,0.01,-11332,4808,-11308,204,15,-80,99.99
19:05:43.869,0.02,-11328,4808,-11248,217,14,-77,90.90
19:05:43.878,0.02,-11420,4832,-11316,230,15,-45,99.99
19:05:43.890,0.01,-11372,4760,-11212,176,45,-58,99.99
19:05:43.898,0.01,-11324,4824,-11272,176,16,-77,99.99
19:05:43.910,0.05,-11428,4764,-11268,230,-5,-26,83.33
19:05:43.922,0.01,-11252,4816,-11192,204,33,-81,99.99
19:05:43.931,0.02,-11324,4792,-11216,207,-9,-76,99.99
19:05:43.945,0.00,-11340,4828,-11180,226,13,-71,99.99
19:05:43.951,0.02,-11284,4844,-11256,140,-10,-74,90.90
19:05:43.963,0.02,-11376,4784,-11208,199,-36,-28,99.99
19:05:43.972,0.01,-11328,4768,-11272,219,40,-59,90.90
19:05:43.984,0.03,-11332,4820,-11248,169,-12,-49,99.99
19:05:43.992,0.02,-11336,4800,-11236,214,4,-48,90.90
19:05:44.004,0.00,-11308,4800,-11232,175,18,-65,99.99
19:05:44.016,0.02,-11328,4784,-11212,212,9,-55,99.99
19:05:44.025,0.03,-11340,4820,-11304,207,22,-60,99.99
19:05:44.037,0.02,-11272,4768,-11188,197,14,-62,83.33
19:05:44.046,0.04,-11356,4776,-11188,167,-34,-41,99.99
19:05:44.058,0.01,-11352,4800,-11324,189,46,-84,99.99
19:05:44.066,0.02,-11348,4760,-11308,189,19,-63,99.99
19:05:44.078,0.03,-11304,4696,-11184,201,5,-45,90.90
19:05:44.087,0.02,-11324,4820,-11320,212,-24,-62,99.99
19:05:44.099,0.04,-11320,4780,-11172,207,31,-31,90.90
19:05:44.107,0.03,-11348,4820,-11216,161,29,-71,99.99
19:05:44.119,0.05,-11344,4896,-11228,204,0,-63,90.90
19:05:44.131,0.04,-11336,4828,-11260,203,-4,-67,99.99
19:05:44.140,0.03,-11308,4756,-11292,201,13,-73,99.99
19:05:44.152,0.03,-11288,4784,-11284,202,-41,-51,99.99
19:05:44.160,0.02,-11352,4784,-11252,163,24,-38,83.33
19:05:44.176,0.03,-11308,4780,-11232,180,-11,-74,99.99
19:05:44.181,0.03,-11400,4824,-11336,215,-9,-79,99.99
19:05:44.193,0.02,-11332,4800,-11212,141,42,-83,99.99
19:05:44.202,0.02,-11316,4784,-11320,232,-16,-75,99.99
19:05:44.222,0.03,-11360,4792,-11128,171,33,-55,83.33
19:05:44.226,0.03,-11288,4828,-11328,177,42,-68,99.99
19:05:44.234,0.04,-11332,4844,-11248,202,19,-54,99.99
19:05:44.246,0.03,-11340,4808,-11236,192,-14,-74,99.99
19:05:44.254,0.04,-11428,4732,-11292,201,23,-82,90.90
19:05:44.267,0.04,-11356,4860,-11276,214,-8,-64,99.99
19:05:44.275,0.04,-11280,4876,-11256,185,29,-51,90.90
19:05:44.287,0.03,-11356,4776,-11296,203,-30,-49,99.99
19:05:44.295,0.03,-11336,4748,-11212,205,33,-71,90.90
19:05:44.308,0.04,-11304,4844,-11400,226,36,-84,99.99
19:05:44.319,0.03,-11312,4812,-11340,201,-26,-42,99.99
19:05:44.328,0.03,-11300,4788,-11248,171,21,-65,90.90
19:05:44.340,0.02,-11356,4788,-11244,185,28,-80,90.90
19:05:44.348,0.03,-11344,4824,-11256,182,-6,-81,99.99
19:05:44.361,0.02,-11364,4788,-11236,194,16,-66,99.99
19:05:44.369,0.03,-11316,4820,-11272,176,-14,-82,99.99
19:05:44.381,0.04,-11344,4876,-11248,208,19,-63,90.90
19:05:44.390,0.03,-11340,4756,-11296,180,16,-51,90.90
19:05:44.402,0.03,-11356,4824,-11256,202,3,-46,99.99
19:05:44.410,0.03,-11296,4820,-11384,210,24,-60,99.99
19:05:44.422,0.02,-11392,4820,-11300,187,23,-37,90.90
19:05:44.434,0.03,-11376,4836,-11216,200,3,-51,99.99
19:05:44.443,0.03,-11348,4808,-11248,180,-5,-50,99.99
19:05:44.455,0.02,-11372,4792,-11276,198,-17,-69,99.99
19:05:44.464,0.03,-11300,4820,-11272,178,43,-79,83.33
19:05:44.475,0.03,-11320,4800,-11256,199,9,-73,99.99
19:05:44.484,0.03,-11348,4780,-11192,190,24,-68,99.99
19:05:44.496,0.04,-11260,4856,-11332,189,22,-74,99.99
19:05:44.504,0.02,-11356,4816,-11204,210,23,-15,90.90
19:05:44.517,0.03,-11344,4748,-11216,189,-6,-81,99.99
19:05:44.525,0.02,-11336,4804,-11220,186,5,-68,90.90
19:05:44.537,0.03,-11240,4812,-11320,174,22,-33,99.99
19:05:44.549,0.03,-11356,4792,-11304,186,40,-52,90.90
19:05:44.590,0.04,-11324,4736,-11248,219,19,-43,99.99
19:05:44.595,0.01,-11356,4784,-11188,159,16,-56,99.99
19:05:44.599,0.03,-11352,4828,-11324,190,15,-89,99.99
19:05:44.607,0.03,-11372,4796,-11256,207,26,-94,83.33
19:05:44.608,0.03,-11380,4784,-11184,195,14,-45,99.99
19:05:44.611,0.03,-11324,4860,-11196,235,16,-75,99.99
19:05:44.621,0.02,-11324,4808,-11168,177,-2,-72,99.99
19:05:44.631,0.02,-11292,4788,-11240,160,27,-51,99.99
19:05:44.644,0.02,-11368,4800,-11316,214,5,-69,90.90
19:05:44.652,0.02,-11384,4828,-11216,197,-7,-77,90.90
19:05:44.664,0.02,-11392,4764,-11244,225,14,-40,99.99
19:05:44.672,0.02,-11372,4732,-11280,196,29,-31,99.99
19:05:44.684,0.03,-11344,4796,-11256,153,-25,-59,90.90
19:05:44.693,0.03,-11384,4780,-11192,208,0,-22,99.99
19:05:44.705,0.02,-11380,4808,-11260,221,4,-78,99.99
19:05:44.713,0.03,-11344,4832,-11220,213,12,-57,99.99
19:05:44.726,0.02,-11320,4768,-11244,179,23,-73,83.33
19:05:44.734,0.03,-11388,4828,-11288,177,35,-84,99.99
19:05:44.746,0.03,-11288,4744,-11188,224,23,-34,99.99
19:05:44.758,0.02,-11280,4796,-11200,195,-20,-57,99.99
19:05:44.766,0.03,-11328,4828,-11236,155,13,-83,90.90
19:05:44.778,0.02,-11424,4772,-11372,221,37,-69,90.90
19:05:44.787,0.03,-11396,4740,-11364,212,18,-37,99.99
19:05:44.799,0.05,-11300,4828,-11304,205,10,-84,99.99
19:05:44.807,0.03,-11368,4780,-11244,182,-16,-57,90.90
19:05:44.819,0.03,-11380,4780,-11272,179,24,-89,99.99
19:05:44.828,0.03,-11364,4796,-11240,181,28,-52,99.99
19:05:44.840,0.02,-11360,4760,-11292,146,-6,-86,90.90
19:05:44.852,0.02,-11292,4776,-11180,163,33,-108,90.90
19:05:44.860,0.02,-11336,4792,-11184,191,36,-39,99.99
19:05:44.872,0.03,-11324,4824,-11260,197,30,-84,99.99
19:05:44.881,0.04,-11360,4768,-11272,219,-29,-45,99.99
19:05:44.896,0.03,-11384,4800,-11228,192,0,-87,83.33
19:05:44.918,0.02,-11380,4752,-11232,191,24,-58,99.99
19:05:44.918,0.03,-11324,4824,-11228,172,11,-64,99.99
19:05:44.923,0.02,-11308,4764,-11196,162,30,-71,99.99
19:05:44.934,0.03,-11364,4760,-11432,171,7,-47,90.90
19:05:44.942,0.03,-11344,4808,-11312,173,-17,-74,99.99
19:05:44.955,0.02,-11320,4836,-11232,178,12,-66,90.90
19:05:44.967,0.02,-11344,4820,-11296,185,15,-62,99.99
19:05:44.975,0.02,-11264,4744,-11192,170,7,-74,90.90
19:05:44.987,0.01,-11364,4800,-11244,214,8,-34,99.99
19:05:44.996,0.02,-11288,4812,-11328,164,1,-82,99.99
19:05:45.008,0.02,-11332,4812,-11264,165,16,-58,99.99
19:05:45.016,0.03,-11304,4816,-11172,207,-17,-41,90.90
19:05:45.029,0.04,-11384,4756,-11136,149,38,-73,90.90
19:05:45.037,0.01,-11364,4800,-11304,203,6,-61,99.99
19:05:45.049,0.03,-11340,4788,-11216,244,40,-61,99.99
19:05:45.057,0.02,-11348,4796,-11252,231,2,-89,99.99
19:05:45.070,0.03,-11308,4740,-11168,175,-4,-91,90.90
19:05:45.081,0.02,-11348,4828,-11312,191,-22,-73,99.99
